,Founded,Company,Sector,Headquarters,Investors Name,Stage,Amount,Industry Vertical,Year,numberofinvestors
657,03-04-2017,Eruditus,Executive Education Provider,mumbai,Bertelsmann India,privateequity,8200000,Education,2017,1
658,03-04-2017,Healthcare at Home,Home Healthcare Provider,noida,Quadria Capital Advisors,privateequity,40000000,Healthcare,2017,1
659,04-04-2017,WayCool,Fresh-Produce Distribution Platform,chennai,Aspada Investments,privateequity,2700000,Food & Beverage,2017,1
660,04-04-2017,Perfios,Fin-Tech Solutions,bangalore,Bessemer Venture Partners,privateequity,6100000,Technology,2017,1
661,04-04-2017,Whatfix,Interactive Tech-Support Guides,bangalore,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",privateequity,3690000,Technology,2017,1
662,04-04-2017,ElastiRun,App based Logistics & Distribution platform,pune,"Kalaari Capital, Norwest Venture Partners",privateequity,7000000,Technology,2017,1
663,04-04-2017,Trukky,Online Truck Aggregator & Booking platform,ahmedabad,"Keyur Joshi, Pavan Bakeri",seedfunding,500000,Consumer Internet,2017,1
664,04-04-2017,Konsult App,App based Doctor Consulting platform,new delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",seedfunding,500000,Consumer Internet,2017,1
665,05-04-2017,Fi,Food Delivery Platform,mumbai,Zephyr Peacock India,privateequity,3000000,Consumer Internet,2017,1
666,06-04-2017,Medwell Ventures,Home-Based Healthcare provider,bangalore,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",privateequity,21000000,Healthcare,2017,1
667,06-04-2017,Mech Mocha,Mobile gaming startup,bangalore,"Accel Partners, Shunwei Capital",privateequity,5000000,Consumer Internet,2017,1
668,07-04-2017,PharmEasy,Online Pharmacy,mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",privateequity,18000000,eCommerce,2017,1
669,08-04-2017,FastFox,Online rental discovery platform,gurgaon,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",privateequity,4600000,Consumer Internet,2017,1
670,10-04-2017,Omnify,SaaS platform for SMEs,bangalore,"Rajan Anandan, L.D Sharma, Saurabh Arora",seedfunding,150000,Technology,2017,1
671,10-04-2017,Capital Float,Online Lending Platform for SME,bangalore,Mahindra and Mahindra Financial Services,privateequity,2300000,Consumer Internet,2017,1
672,11-04-2017,Ninjacart,B2B agri-marketing platform,bangalore,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",privateequity,5500000,eCommerce,2017,1
673,11-04-2017,MergerWare,Software solutions for M&As,bangalore,Philippe Bouchet,seedfunding,100000,Technology,2017,1
674,12-04-2017,Clovia,Online lingerie & Sleepwear etailer,new delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",privateequity,4000000,eCommerce,2017,1
675,12-04-2017,Emiza,Third Party Logistics provider,mumbai,"Mayfield, Nishant Rao, Dileep Nath",privateequity,4500000,Logistics,2017,1
676,12-04-2017,HackerEarth,Online Skill Assessment Platform,bangalore,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",privateequity,4500000,Consumer Internet,2017,1
677,12-04-2017,Squadrun,Software-As-a-Service Platform,noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",privateequity,2100000,Technology,2017,1
678,13-04-2017,WeAreHolidays,Travel Packages & Planner marketplace,gurgaon,"Urrshila Kerkar,",privateequity,7700000,Consumer Internet,2017,1
679,14-04-2017,Ola,Cab Aggregator App,bangalore,SIMI Pacific Pte,privateequity,260000000,Consumer Internet,2017,1
680,15-04-2017,Myly,Mobile App for Schools,jaipur,mall Industries Development Bank of India (SIDBI),seedfunding,310000,Consumer Internet,2017,1
681,17-04-2017,Cred,Online Medical Assistance platform,gurgaon,"Tolaram Inc, Mountain Pine Capital",privateequity,1500000,Consumer Internet,2017,1
682,17-04-2017,Snackible,Healthy Snacks manufacturer,mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",seedfunding,175000,Food & Beverages,2017,1
683,17-04-2017,Be U Salons,Online Salon discovery & Booking Services,new delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",seedfunding,620000,Consumer Internet,2017,1
684,17-04-2017,LendingKart,Lending platform for small businesses,ahmedabad,Anicut Capital,privateequity,4650000,Consumer Internet,2017,1
685,18-04-2017,Innefu Security Consulting,Cyber Security solutions using AI,new delhi,IndiaNivesh Venture Capital Fund,privateequity,2000000,Technology,2017,1
686,18-04-2017,Whodat,Markerless AR platform,bangalore,Ideaspring Capital,privateequity,600000,Technology,2017,1
687,18-04-2017,Absentia,Virtual Reality Startup,bangalore,Exfinity Venture Partners,privateequity,1250000,Technology,2017,1
688,19-04-2017,IOTrek,IoT Platform for Bus,new delhi,Undisclosed Investor,seedfunding,155000,Technology,2017,1
689,20-04-2017,HolaChef,Online Food Delivery,mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",privateequity,3000000,Consumer Internet,2017,1
690,21-04-2017,Video Ken,Video Based Collaborative Learning,bangalore,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",seedfunding,1000000,Consumer Internet,2017,1
691,24-04-2017,Faasos,QSR chain and online food delivery,pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",privateequity,6300000,Food & Beverage,2017,1
692,24-04-2017,Oyo,Branded Budget Hotels Aggregator,gurgaon,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",privateequity,250000000,Consumer Internet,2017,1
693,24-04-2017,Toppr,Learning mobile app for students,mumbai,WGG International,privateequity,3200000,Consumer Internet,2017,1
694,25-04-2017,The Office Pass,CoWorking Spaces booking platform,gurgaon,"Arun Tadanki, Aditya Verma",seedfunding,245000,Consumer Internet,2017,1
695,25-04-2017,UrbanClap,Mobile Services Marketplace,gurgaon,Trifecta Capital,privateequity,3100000,Consumer Internet,2017,1
696,26-04-2017,Awfis,Collaborative co-Working Spaces,mumbai,Sequoia India,privateequity,20000000,Consumer Internet,2017,1
697,26-04-2017,Flytxt,Customer data analytics software,mumbai,DAH Beteiligungs GmbH,privateequity,11000000,Technology,2017,1
698,26-04-2017,Howdy Ventures,Public and Private Events creation app,chennai,S. Xavier Britto,seedfunding,1500000,Consumer Internet,2017,1
699,26-04-2017,StalkBuyLove,Online fashion marketplace,new delhi,Trifecta Capital,privateequity,1000000,eCommerce,2017,1
700,27-04-2017,Scootsy,On-Demand Food Delivery,mumbai,"Agnus Capital, Khattar Holdings",privateequity,3600000,Consumer Internet,2017,1
701,27-04-2017,iNurture,Online Educational courses,bangalore,BlackSoil Capital Pvt. Ltd,privateequity,1500000,Consumer Internet,2017,1
702,28-04-2017,Sepalika,Healthcare related content platform,new delhi,Accel Partners,seedfunding,750000,Consumer Internet,2017,1
703,01-03-2017,Ola,App based cab aggregator,bangalore,SoftBank Group Corp,privateequity,330000000,Consumer Internet,2017,1
704,01-03-2017,elong,Online Jon Portal,bangalore,Sequoia Capital India,privateequity,10000000,Consumer Internet,2017,1
705,02-03-2017,Celes Care,Women Healthcare & Information portal,hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",privateequity,1500000,Consumer Internet,2017,1
706,02-03-2017,Karomi,Packaging Artwork Management software,chennai,Ideaspring Capital,seedfunding,500000,Technology,2017,1
707,02-03-2017,Red Carpet,Micro Lending platform,gurgaon,Lightspeed Venture Partners,privateequity,2500000,Consumer Internet,2017,1
708,02-03-2017,Cred,Online Credit score & lending platform,chennai,Quona Capital,privateequity,7600000,Consumer Internet,2017,1
709,03-03-2017,Tydy,Employee Onboarding and Engagement platform,bangalore,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",seedfunding,275000,Technology,2017,1
710,03-03-2017,Oho Shop,eCommerce Mobile App Builder,ahmedabad,"Bennett, Coleman and Company Ltd",privateequity,6700000,Technology,2017,1
711,03-03-2017,Paytm,ECommerce Marketplace,bangalore,Alibaba,privateequity,200000000,ECommerce,2017,1
712,04-03-2017,iGenetics,Health Diagnostic Solutions,mumbai,CDC Group Plc,privateequity,19500000,Healthcare,2017,1
713,06-03-2017,Juno Clinic,Online Counseling Platform,mumbai,Atul Nishar,seedfunding,1200000,Consumer Internet,2017,1
714,06-03-2017,Summerlabel,Fashion and Lifestyle discovery platform,gurgaon,"Aneesh Seth, Tushar Mittal",seedfunding,150000,Consumer Internet,2017,1
715,06-03-2017,PickMe,Gadget Insurance & Repair Services platform,mumbai,SIDBI Venture Capital Fund,privateequity,1790000,Consumer Internet,2017,1
716,07-03-2017,Agrostar,Direct-to-Farmer Mobile-Based Retail platform,pune,Accel Partners,privateequity,10000000,Technology,2017,1
717,07-03-2017,Zapr,"DSP, TV Analytics & Cross-Platform advertising",bangalore,Star India Pvt Ltd,privateequity,10000000,Technology,2017,1
718,07-03-2017,Data Resolve,Cyber Security Solutions,noida,IDFC Parampara Early Stage Opportunities Fund,privateequity,1000000,Technology,2017,1
719,07-03-2017,Book Servicing,Online Vehicle Services Booking platform,new delhi,National Science and Technology Entrepreneurship Development Board,seedfunding,30000,Consumer Internet,2017,1
720,07-03-2017,Blowhorn,Intra-City Logistics provider,bangalore,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",privateequity,3650000,Consumer Internet,2017,1
721,08-03-2017,Rivigo,Technology Enabled Logistics Company,gurgaon,Private Sector Banks (Debt Funding),privateequity,15000000,Logistics,2017,1
722,08-03-2017,PipeCandy,Intelligent Sales Prospecting Platform,chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",seedfunding,1100000,Technology,2017,1
723,08-03-2017,Supr Daily,Subscription based Home Delivery Platform,mumbai,Y Combinator,seedfunding,120000,Consumer Internet,2017,1
724,09-03-2017,AppBrowzer,Instant Mobile Apps Store,bangalore,Deepak Gurnani,seedfunding,500000,Consumer Internet,2017,1
725,09-03-2017,MagicBricks,Online Real Estate Portal,mumbai,Times Internet Ltd,privateequity,4500000,Consumer Internet,2017,1
726,10-03-2017,Buddy,Female Hygiene product manufacturer,new delhi,Indian Angel Network,seedfunding,443000,Healthcare,2017,1
727,10-03-2017,Lavelle Networks,SDN Solutions,bangalore,Ideaspring Capital,seedfunding,600000,Technology,2017,1
728,15-03-2017,LatestOne,Tech Accessories e-tailer,hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",privateequity,3350000,eCommerce,2017,1
729,15-03-2017,Frapperz,On-demand home services provider,kolkata,Undisclosed Investor,seedfunding,100000,Consumer Internet,2017,1
730,16-03-2017,mPaani,Loyalty rewards app,mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",privateequity,1350000,Consumer Internet,2017,1
731,16-03-2017,POPxo,Digital Media publication for women,new delhi,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",privateequity,3100000,Consumer Internet,2017,1
732,16-03-2017,Fi,Fitness Mobile App,gurgaon,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",seedfunding,200000,Consumer Internet,2017,1
733,21-03-2017,Flipkart,ECommerce Marketplace,bangalore,"Microsoft, eBay, Tencent Holdings",privateequity,1400000000,eCommerce,2017,1
734,21-03-2017,Airpay,Online payment Gateway,mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",privateequity,3670000,Technology,2017,1
735,21-03-2017,MyGlamm,On-Demand Beauty Services,mumbai,L\\xe2\\x80\\x99Occitane,privateequity,5300000,Consumer Internet,2017,1
736,22-03-2017,Haqdarshak,Tech-Enabled Social Enterprise,bangalore,"Ravi Saxena, Sandeep Raju,",seedfunding,191000,Consumer Internet,2017,1
737,23-03-2017,Ixigo,Online Travel Search Engine,gurgaon,"Sequoia Capital, Kinzon Capital",privateequity,15000000,Consumer Internet,2017,1
738,23-03-2017,Markets and Markets,Marketing Research Company,pune,"FTV Capital, Zodius Capital",privateequity,56000000,Technology,2017,1
739,24-03-2017,Bizom,supply chain automation platform,bangalore,Ojas Ventures,seedfunding,382000,Technology,2017,1
740,24-03-2017,Delhivery,Tech enabled Fulfilment & Logistics Solutions,new delhi,"Carlyle Group, Tiger Global",privateequity,100000000,Technology,2017,1
741,28-03-2017,Fynd,Online fashion marketplace,mumbai,Venture Catalysts,privateequity,500000,ECommerce,2017,1
742,28-03-2017,DoneThing,On-demand Personal Assistant service,gurgaon,Brand Capital,privateequity,300000,Consumer Internet,2017,1
743,29-03-2017,Ithaka,Vacation Trip Planning platform,mumbai,"Ankit Gupta, Puneet Motihar",seedfunding,325000,Consumer Internet,2017,1
744,29-03-2017,perpule,Self-Checkout ECommerce App,bangalore,KStart Capital,seedfunding,650000,eCommerce,2017,1
745,29-03-2017,Licious,Online Meat Ordering platform,bangalore,"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",privateequity,10000000,ECommerce,2017,1
746,29-03-2017,Medinfi,Doctor & Hospital search Platform,bangalore,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",seedfunding,50000,Consumer Internet,2017,1
747,31-03-2017,Jhakaas,Offline Business Aggregator App,mumbai,"Malini Patel, Stelcore Management Services, Anjani Prasad",seedfunding,155000,Consumer Internet,2017,1
748,31-03-2017,Oriano Solar,Turnkey Solar Solutions,mumbai,Samridhi Fund,privateequity,3000000,Technology,2017,1
749,31-03-2017,BigBasket,Online Grocer,bangalore,Trifecta Capital,privateequity,7000000,ECommerce,2017,1
750,31-03-2017,Icertis,ERP solutions provider,pune,"B Capital Group, Ignition Partners, Greycroft, e.ventures,\\xc2\\xa0 Eight Roads Ventures",privateequity,25000000,Technology,2017,1
751,06-02-2017,Capital Float,Online lending platform,bangalore,IFMR Capital Finance,privateequity,2500000,Consumer Internet,2017,1
752,07-02-2017,Inner Hour,Online Counselling Platform,mumbai,"Batlivala & Karani Securities, Venture Works",seedfunding,450000,Consumer Internet,2017,1
753,07-02-2017,Travel Triangle,Online travel agent marketplace,noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",privateequity,10000000,Consumer Internet,2017,1
754,08-02-2017,Wandertrails,"Online Travel, Adventure & Activities Portal",bangalore,Earlsfield Capital,seedfunding,1000000,Consumer Internet,2017,1
755,08-02-2017,Zenatix,IoT Based Energy Monitoring & Control,gurgaon,"pi Ventures, Blume Ventures",privateequity,1200000,Technology,2017,1
756,08-02-2017,Cartrade,Automobile Classifieds Portal,mumbai,Temasek Holdings,privateequity,55000000,Consumer Internet,2017,1
757,08-02-2017,Edurev,Online Education Portal,gurgaon,Facebook FB Start programme,seedfunding,40000,Consumer Internet,2017,1
758,09-02-2017,Voonik,Women Apparel & Lifestyle etailer,bangalore,"RB Investments, Sequoia Capital",privateequity,6000000,ECommerce,2017,1
759,09-02-2017,Wooplr,Women Fashion Portal,bangalore,"Sistema Asia Fund, Amereus Group, Helion Ventures",privateequity,8000000,ECommerce,2017,1
760,10-02-2017,48East,Online Food Delivery Platform,bangalore,Al Dhaheri family,privateequity,500000,ECommerce,2017,1
761,13-02-2017,Sigtuple,Medical Automation platform,bangalore,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",privateequity,5800000,Technology,2017,1
762,13-02-2017,Flutura,Decision Sciences Analytics Solutions,bangalore,"Vertex Ventures, Lumis Partners",privateequity,7500000,Technology,2017,1
763,13-02-2017,Wassup,On Demand Laundry & Dry Cleaning Services,chennai,Anil Jain & other HNIs,privateequity,3200000,Consumer Internet,2017,1
764,13-02-2017,Better Mortgage,Mortgage Offering Platform,gurgaon,"Kleiner Perkins, Goldman Sachs, Pine Brook",privateequity,15000000,Consumer Internet,2017,1
765,13-02-2017,Nurturey,Parenting Mobile App,new delhi,Mohit Joshi & Others,seedfunding,330000,Consumer Internet,2017,1
766,13-02-2017,Fyle,Expense Management Solution,bangalore,Pravega Ventures,seedfunding,400000,Technology,2017,1
767,14-02-2017,GoBumpr,Online Bike & Car Services provider,chennai,"Mahalingam K, Girish Mathrubootham",seedfunding,300000,Consumer Internet,2017,1
768,14-02-2017,CCAvenue,Online Payment Gateway,mumbai,Infibeam,privateequity,22400000,Consumer Internet,2017,1
769,15-02-2017,ZestMoney,Online Consumer Lending platform,bangalore,"PayU, Ribbit Capital, Omidyar Network",privateequity,6500000,Consumer Internet,2017,1
770,15-02-2017,AirZaar,Drone operations management platform,missourie,Quake Capital,seedfunding,350000,Technology,2017,1
771,16-02-2017,Truebil,Online Marketplace for Used Cars,mumbai,Shunwei Capital,privateequity,3000000,Consumer Internet,2017,1
772,16-02-2017,YourStory,Online Media,bangalore,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",privateequity,3000000,Consumer Internet,2017,1
773,17-02-2017,Imaginate,AR & VR platform,hyderabad,SRI Capital,seedfunding,500000,Technology,2017,1
774,17-02-2017,The Ken,Online Media Platform,bangalore,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others",seedfunding,400000,Consumer Internet,2017,1
775,17-02-2017,Urban Ladder,Online Furniture Store,bangalore,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",privateequity,15200000,ECommerce,2017,1
776,17-02-2017,Leopetra,Solution provider for pet needs,mumbai,Facebook FBStart,seedfunding,40000,eCommerce,2017,1
777,18-02-2017,Blood n Care,First Aid care app,gurgaon,Facebook FBStart,seedfunding,40000,Consumer Internet,2017,1
778,20-02-2017,Flipkart,Online Marketplace,bangalore,"Bennett, Coleman and Co. Ltd (BCCL)",privateequity,38700000,eCommerce,2017,1
779,21-02-2017,True Balance,Mobile balance Checking App,gurgaon,"Softbank Ventures Korea, IMM Investment",privateequity,15000000,Consumer Internet,2017,1
780,22-02-2017,Vebbler,Photo Sharing for Groups,bangalore,Facebook FBStart,seedfunding,40000,Consumer Internet,2017,1
781,23-02-2017,Park+,Smart Parking Platform,new delhi,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",privateequity,1100000,Consumer Internet,2017,1
782,27-02-2017,Biryani By Kilo,Online Food Ordering & Delivery Portal,gurgaon,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",seedfunding,375000,Consumer Internet,2017,1
783,27-02-2017,Johari Shop,Online Jewellery etailer,bangalore,Undisclosed Investors,seedfunding,94000,ECommerce,2017,1
784,28-02-2017,NeoStencil,Live Online Coaching Classes,new delhi,"Brand Capital, Paragon Trust",privateequity,1000000,Consumer Internet,2017,1
785,28-02-2017,Blackbuck,Online freight aggregator,bangalore,"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass",privateequity,70000000,Logistics,2017,1
786,02-01-2017,TaxSutra,Online Tax Filing platform,pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",seedfunding,366000,Consumer Internet,2017,1
787,03-01-2017,TempoGo,IoT & SAAS Solutions for Transportation Industry,panaji,K2 Capital,seedfunding,825000,Technology,2017,1
788,06-01-2017,Leap India,Supply Chain Solutions Provider,mumbai,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",privateequity,13000000,Logistics,2017,1
789,07-01-2017,FreeCharge,Mobile Wallet,mumbai,Jasper Infotech Pvt Ltd,privateequity,57000000,Consumer Internet,2017,1
790,09-01-2017,TicketNew,Movie Ticket Booking platform,chennai,Alibaba Pictures,privateequity,35000000,Consumer Internet,2017,1
791,10-01-2017,Intelligence Node,SAAS Based Retail Analytics Solutions,mumbai,BlackSoil Capital Pvt Ltd,privateequity,800000,Technology,2017,1
792,10-01-2017,Securens,e-surveillance services provider,mumbai,"Mayfield India, Trifecta Capital",privateequity,5000000,Technology,2017,1
793,10-01-2017,Loan Frame,Small Business Loans Marketplace platform,gurgaon,"Vedanta Capital, William Campbell, Toos N Daruvala",privateequity,2250000,Consumer Internet,2017,1
794,10-01-2017,Medinfi,Doctor & Clinic Discovery portal,bangalore,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani",seedfunding,100000,Consumer Internet,2017,1
795,10-01-2017,LensKart,Online eyewear retailer,bangalore,Ronnie Screwvala,privateequity,3500000,eCommerce,2017,1
796,12-01-2017,Hansel.io,Real-time Mobile App Management Platform,bangalore,"IDG Ventures, Endiya Partners",privateequity,1350000,Consumer Internet,2017,1
797,12-01-2017,Square Yards,Property Search Aggregator platform,gurgaon,"Lohia Group, Andre Hoffman",privateequity,10000000,Consumer Internet,2017,1
798,13-01-2017,Roambee,IoT smart Logistics and Asset Management Company,mumbai,Deutsche Telekom Strategic Investments & Others,privateequity,4100000,Technology,2017,1
799,13-01-2017,iService,Gadgets Repair & Service Booking platform,bangalore,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",seedfunding,440000,Consumer Internet,2017,1
800,14-01-2017,Unacademy,Online learning platform,bangalore,"Nexus Venture Partners, Blume Ventures",privateequity,4500000,Consumer Internet,2017,1
801,16-01-2017,ZoloStays,Branded PG Accomodation booking platform,bangalore,"Nexus Venture Partners, Innoven Capital",privateequity,5000000,Consumer Internet,2017,1
802,16-01-2017,HipCouch,Custom & Modular Furniture platform,mumbai,Undisclosed Investors,seedfunding,700000,Consumer Internet,2017,1
803,17-01-2017,Curiositi,Online Learning Platform,bangalore,"Menterra Social Impact Fund, Unitus Seed Fund",privateequity,800000,Consumer Internet,2017,1
804,17-01-2017,TinyStep,Parenting Info & Social Network,bangalore,Flipkart,privateequity,2000000,Consumer Internet,2017,1
805,17-01-2017,Practo,Online Healthcare platform,bangalore,"Tencent,\\xc2\\xa0 ru-Net, RSI Fund, Thrive Capital",privateequity,55000000,Consumer Internet,2017,1
806,17-01-2017,Ketchupp,Food Discovery Platform,new delhi,India Quotient and others,seedfunding,441000,Consumer Internet,2017,1
807,17-01-2017,Hoopy,Online Car Service Platform,gwalior,undisclosed investors,seedfunding,500000,Consumer Internet,2017,1
808,17-01-2017,Ezytruk,Logistics and truck aggregator platform,bangalore,"Ajith Nair, Anish K",seedfunding,147000,Consumer Internet,2017,1
809,18-01-2017,Vahdam,Online Tea etailer,new delhi,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",seedfunding,650000,eCommerce,2017,1
810,18-01-2017,Qwikspec,Cloud-based construction,bangalore,Undisclosed Investors,seedfunding,300000,Technology,2017,1
811,19-01-2017,Weddingz.in,Online Marketplace for Wedding Venues and vendors,mumbai,Singularity Ventures,privateequity,1000000,Consumer Internet,2017,1
812,22-01-2017,MessaGif,social messaging platform,new delhi,Undisclosed investor,seedfunding,50000,Consumer Internet,2017,1
813,23-01-2017,CueMath,Maths Learning program,new delhi,"CapitalG, Sequoia India",privateequity,15000000,Technology,2017,1
814,24-01-2017,Khel Now,Mobile-based Social Platform for Sports,bangalore,Indochine International,privateequity,500000,Consumer Internet,2017,1
815,24-01-2017,NowFloats,Platform to take businesses online,hyderabad,"Iron Pillar and IIFL, Blume Ventures, Omidyar Network",privateequity,10000000,Consumer Internet,2017,1
816,24-01-2017,Lets Transport,Online transport vehicle booking platform,bangalore,"GMO Japan, Neelesh Bhatnagar",privateequity,4000000,Consumer Internet,2017,1
817,25-01-2017,RML Agtech,Agri Decision Support Solution for farmers,pune,IvyCap Ventures,privateequity,4000000,Technology,2017,1
818,25-01-2017,InstaSafe,Security-as-a-Service solution provider,bangalore,ABM Knowledgeware,privateequity,2200000,Technology,2017,1
819,25-01-2017,Infibeam,eCommerce Marketplace,ahmedabad,"Bennett, Coleman and Company Ltd",privateequity,8800000,eCommerce,2017,1
820,26-01-2017,AirMed Labs,Health Tests Booking platform & ePharmacy,ahmedabad,Brand Capital,privateequity,1400000,Consumer Internet,2017,1
821,26-01-2017,99PerHour,Hyper-local Handyman Service provider,chennai,V Aanand R,seedfunding,300000,Consumer Internet,2017,1
822,30-01-2017,Intuit Things,IoT solutions for home automation applications,mumbai,Sanjay Mehta & Others ( The Ten Minute Million),seedfunding,106000,Technology,2017,1
823,30-01-2017,Cloudrino,Cloud based Virtual Servers,new delhi,The Ten Minute Million,seedfunding,22500,Technology,2017,1
824,30-01-2017,FabX,Used Furniture Marketplace,mumbai,The Ten Minute Million,seedfunding,68000,eCommerce,2017,1
825,30-01-2017,Maptags,Smart Online address tags,bangalore,The Ten Minute Million,seedfunding,18000,Consumer Internet,2017,1
826,31-01-2017,Heads Up For Tails,Online Pet Products Store,new delhi,Undisclosed Investors,privateequity,2000000,eCommerce,2017,1
827,01-12-2016,SidQam,Healthcare Software System,noida,"SQue Capital, Grace Capital Ventures, Soham Vencaps",privateequity,1200000,Technology,2016,1
828,01-12-2016,India Lends,Online Instant personal Loan provider,new delhi,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",privateequity,4000000,Consumer Internet,2016,1
829,01-12-2016,Slide App,Lock screen Rewards mobile app,new delhi,Songhyun Investment,privateequity,3600000,Consumer Internet,2016,1
830,02-12-2016,Badiyajobs,Entry-Level job Seekers platform,new delhi,Undisclosed,seedfunding,100000,Consumer Internet,2016,1
831,02-12-2016,TYGR,Transport and logistics mobile App,mumbai,Franchise India,privateequity,3000000,Technology,2016,1
832,05-12-2016,UrDoorStep,Online Grocery Store,bangalore,Lakshmi Vilas Bank & undisclosed HNIs,privateequity,1400000,eCommerce,2016,1
833,06-12-2016,Diro Labs,Mobile Contacts Management app,new delhi,Info Edge (India),seedfunding,147000,Consumer Internet,2016,1
834,07-12-2016,Revv,Self-Driven Car Services booking portal,new delhi,Edelweiss Private Equity,privateequity,9000000,Consumer Internet,2016,1
835,07-12-2016,WealthApp,Online Investment Advisory platform,bangalore,"Venk Krishnan, MJ Aravind, Vikram Kotak, Jayant Davar,\\xc2\\xa0 Ramkumar Nishtal, Arjun Sharmaa",seedfunding,440000,Consumer Internet,2016,1
836,08-12-2016,Zest Money,Online Consumer Lending platform,mumbai,PayU,privateequity,6500000,Consumer Internet,2016,1
837,08-12-2016,GoMechanic,Online Car servicing Booking platform,gurgaon,Venture Catalysts,seedfunding,250000,Consumer Internet,2016,1
838,09-12-2016,Stalk Buy Love,Fashion Apparel eTailer,new delhi,Kalaari Capital,privateequity,6000000,eCommerce,2016,1
839,09-12-2016,Wittyparot,Content Management & Productivity platform,bangalore,Mumbai Angels,seedfunding,450000,Technology,2016,1
840,09-12-2016,NeuroEquilibrium,Health-Tech platform,jaipur,Unicorn India Ventures,seedfunding,250000,Technology,2016,1
841,12-12-2016,Xseed Education,Education & learning Tech platform,bangalore,Verlinvest SA,privateequity,10000000,Technology,2016,1
842,12-12-2016,Rupaiya Exchange,P2P Lending platform,new delhi,Undisclosed Investors,seedfunding,200000,Consumer Internet,2016,1
843,12-12-2016,Doctor Insta,Online Doctor Consulting platform,gurgaon,RoundGlass Partners,privateequity,2000000,Consumer Internet,2016,1
844,12-12-2016,Fresh Food Concepts,Cold Press Juice manufacturer & seller,new delhi,"Siddhartha Gupta, Ashvin Chadha",seedfunding,2000000,Food & Beverage,2016,1
845,13-12-2016,Indifi,Online lending platform,gurgaon,Omidyar Network,privateequity,10000000,Consumer Internet,2016,1
846,13-12-2016,OfBusiness,Online business-to-business (B2B) marketplace,gurgaon,"Zodius Technology Opportunities Fund, Matrix Partners",privateequity,11100000,eCommerce,2016,1
